"vehicle_id","is_delivery","actual_price","recommended_price","num_images","description_length","is_recent_model"
414366,1,76,66,15,113,0
406314,1,45,38,15,10,0
189700,1,186,224,18,10,1
196758,1,182,199,17,24,1
85222,1,30,31,11,10,0
373458,1,206,216,18,163,1
402108,1,51,55,3,19,0
381546,0,29,32,10,10,0
161452,1,37,35,15,105,0
372954,1,76,78,17,14,1
313529,0,40,52,2,24,0
313562,1,111,93,14,109,0
373281,0,88,92,9,10,0
426335,1,46,44,5,82,0
423421,1,16,25,3,200,0
361534,0,21,28,2,37,1
221628,1,60,67,8,36,1
200248,1,37,36,18,225,0
145885,1,31,32,14,92,0
395787,1,140,189,16,26,1
370949,0,49,61,3,124,0
351520,1,68,29,13,128,0
423195,1,98,108,17,118,1
389591,1,186,178,21,13,0
230813,1,49,68,4,162,1
307549,1,31,28,5,13,0
114075,1,40,36,3,99,0
227370,1,69,75,13,24,1
80684,1,65,61,10,218,0
229396,1,85,50,12,158,1
101510,1,99,88,10,15,0
383576,1,89,64,4,207,1
341226,1,29,50,9,18,1
30551,1,27,44,18,342,0
251592,1,48,61,4,338,1
196645,1,78,117,14,115,1
359439,1,50,71,6,16,1
371279,1,27,39,7,103,0
366832,1,40,36,9,145,0
421736,1,57,63,13,318,1
227812,1,49,53,4,75,0
206771,0,29,31,3,12,0
111176,1,51,50,3,14,0
243320,1,156,109,15,191,0
406701,1,132,237,5,57,1
434298,1,36,37,11,108,0
263563,1,45,37,20,125,0
251480,1,80,55,1,84,1
418787,1,31,35,17,12,0
311916,1,94,90,6,20,0
384826,0,33,31,12,216,0
340959,0,78,182,16,46,0
415841,0,33,38,5,55,0
404467,1,42,41,3,485,1
360269,1,61,70,4,70,0
418430,1,105,84,9,224,1
234333,1,39,34,16,231,0
380863,1,60,50,16,51,1
394675,0,31,37,10,10,0
345424,1,102,141,4,164,0
429340,1,26,33,7,73,0
395034,1,83,64,13,50,0
418707,0,36,37,8,179,1
386661,1,39,45,19,32,1
290996,1,74,58,5,181,0
246849,1,58,83,13,124,1
400359,0,28,38,1,10,0
378012,0,26,43,2,75,0
214626,1,38,35,13,259,1
357785,0,33,43,5,28,1
161791,1,34,32,5,41,0
292415,1,79,107,4,108,0
419725,0,35,27,19,235,0
367247,1,26,34,14,10,0
412480,0,35,47,13,186,0
194925,1,29,36,11,66,0
351513,0,34,31,7,18,0
397906,0,54,56,11,10,1
338045,1,53,46,12,140,1
433095,1,70,43,10,103,1
308390,1,158,59,2,31,0
386657,1,36,41,16,32,1
314219,1,53,76,13,74,0
420657,1,44,55,9,265,0
170246,1,193,256,20,19,0
383986,1,48,35,12,21,0
343274,1,41,37,12,151,1
295302,0,49,46,8,124,1
329177,1,60,61,11,42,1
347582,0,33,34,6,107,0
339422,1,32,31,9,199,0
298091,1,33,39,3,10,0
309125,0,47,50,5,52,1
322851,0,56,64,13,229,0
414580,0,38,55,9,10,1
284130,1,67,78,14,63,1
219892,1,147,142,17,59,0
371860,1,27,31,15,96,0
159069,1,39,35,13,191,0
422084,0,30,38,4,124,0
273096,1,60,59,8,16,0
346299,1,28,34,8,46,1
259042,1,69,71,12,231,0
267713,1,39,41,19,10,1
411121,1,85,83,20,92,1
431513,1,27,31,13,10,0
341656,1,65,65,5,48,0
382101,0,105,73,5,48,0
423050,0,23,34,1,10,0
214230,1,31,29,15,59,0
303913,0,79,84,1,41,1
362301,1,113,182,8,39,0
290638,0,50,43,13,40,0
429070,0,95,126,13,68,1
394199,1,66,68,20,92,0
108132,0,39,38,1,281,0
357749,1,72,64,21,93,1
386680,1,65,59,19,101,1
403620,1,54,59,10,169,1
175108,1,49,41,9,30,0
417389,1,29,32,1,34,0
293075,1,39,40,16,224,0
432147,1,55,65,6,10,0
115466,1,92,36,1,71,0
203625,1,140,100,5,10,0
142718,1,59,70,13,117,1
421073,0,49,44,1,75,1
181617,1,110,63,4,10,0
385069,0,65,76,11,23,1
403388,0,25,41,4,124,1
425376,1,134,185,3,46,0
362269,1,30,30,5,40,0
365090,1,78,126,20,231,0
271318,1,52,35,13,203,0
379636,1,77,71,10,137,1
310377,1,147,158,16,19,0
337117,1,105,84,13,18,1
372476,1,45,46,14,51,1
263460,0,52,36,11,231,0
149743,1,32,37,15,105,0
215970,0,35,34,15,39,0
138346,1,41,32,7,157,0
345849,1,76,96,20,56,1
289057,1,30,34,10,147,0
259272,1,49,59,9,36,0
249667,1,53,42,11,71,0
381697,1,86,88,4,19,0
292658,1,62,49,1,101,0
382851,1,47,54,16,12,0
364826,1,48,63,4,24,1
295444,1,71,62,2,12,0
281315,0,47,37,5,13,0
418093,1,30,31,11,72,0
248527,1,55,41,8,78,0
391046,0,59,44,6,140,0
96442,1,31,30,18,224,0
303986,1,47,46,13,19,1
343057,1,32,45,2,196,0
387535,1,171,166,10,29,1
178564,1,43,36,3,156,1
417739,1,114,143,16,105,0
225734,1,97,105,9,17,0
372838,1,26,33,5,104,0
385442,1,134,187,20,89,0
430029,1,66,65,4,18,0
366313,1,79,87,20,91,1
411692,1,119,71,8,72,0
384779,1,81,94,2,51,0
293922,1,27,28,8,126,0
429887,0,54,54,9,245,0
175941,1,55,59,12,60,1
428050,1,69,71,6,166,1
256222,1,36,46,4,171,0
397867,1,87,122,16,240,0
433995,0,202,163,20,65,0
420727,1,95,77,11,183,0
274319,0,87,92,8,79,1
204911,1,118,195,20,393,0
401724,1,112,120,14,25,1
341663,1,141,206,15,109,1
58327,1,64,37,2,228,0
343529,1,199,146,5,21,0
335228,0,35,46,2,141,1
349986,1,25,30,4,63,0
312541,1,25,28,10,95,0
153983,1,211,147,6,183,0
427074,1,66,54,13,136,0
257395,1,28,30,12,10,0
428898,0,33,34,3,113,0
367345,0,34,33,16,57,1
406696,0,33,33,12,30,0
218170,1,85,60,3,159,0
419450,0,35,41,1,86,1
390195,0,99,57,14,188,1
336792,1,55,50,5,29,0
422412,1,59,63,18,30,1
52624,0,39,38,15,82,0
413812,1,50,69,10,86,1
426849,1,126,144,19,72,1
181442,1,27,33,1,14,0
112236,1,116,44,11,46,0
163357,1,109,113,4,18,1
433368,1,54,61,6,65,0
283916,1,50,51,6,56,1
262300,0,35,29,8,168,0
345061,1,27,32,7,20,0
362912,1,23,26,6,41,0
396209,1,89,83,10,396,0
295791,1,28,30,13,42,0
322445,1,45,52,5,65,0
237648,1,38,36,3,39,0
84783,1,68,68,14,290,0
300062,0,62,61,9,96,1
370312,1,71,52,1,172,0
427245,1,139,88,14,357,1
212794,1,50,53,18,189,1
283228,1,35,30,3,10,0
313351,1,49,64,14,28,1
360556,1,71,57,18,10,0
367494,1,32,37,16,105,1
393403,1,90,106,9,11,1
424574,1,53,51,2,269,1
276895,1,73,72,1,11,1
269493,1,70,46,5,52,0
429770,1,113,170,5,247,0
255348,1,46,32,10,10,0
341950,1,50,47,9,63,1
268733,1,45,30,6,111,0
225310,0,35,31,10,10,0
326270,1,74,59,11,356,0
409543,0,48,50,5,183,0
245352,1,19,27,12,115,0
302286,1,34,29,18,68,0
99601,1,95,64,2,436,0
360896,1,173,193,17,223,1
431057,1,170,185,5,69,0
317541,0,72,78,1,61,0
390126,1,40,54,15,10,0
158311,1,70,41,3,10,0
165050,1,91,99,5,27,0
401265,1,57,51,13,21,1
245462,1,36,35,5,65,0
423692,0,31,35,1,295,0
389331,0,119,148,19,86,1
341154,0,41,92,8,27,0
346474,1,43,46,15,32,0
386944,1,86,81,4,81,0
370901,1,189,157,10,16,0
396461,0,125,50,13,323,0
396920,1,132,119,11,20,1
154536,1,60,47,20,51,0
360029,0,25,32,1,79,0
323037,1,53,63,13,150,1
286644,1,55,63,18,113,1
393191,0,42,37,9,98,0
314544,1,33,39,5,126,1
134118,0,32,31,7,235,0
398865,1,27,34,8,206,0
327315,1,34,32,9,43,0
49390,1,29,29,3,17,0
229627,1,46,41,3,81,1
294344,1,47,43,19,358,0
403139,1,99,75,7,116,1
84520,1,58,71,4,29,0
288336,1,119,92,12,71,1
322238,1,42,38,1,10,0
175565,1,39,36,5,68,0
353502,1,59,58,2,241,0
391757,0,135,178,17,193,1
422804,0,42,48,12,52,0
422112,1,52,58,20,36,0
431542,1,34,44,10,235,0
335690,0,31,32,6,149,0
279757,1,29,35,10,126,0
367035,1,61,47,17,73,0
414352,1,62,61,4,142,1
404941,0,40,34,10,157,0
155241,0,141,111,4,178,0
368213,1,38,40,6,87,0
425157,1,100,65,20,22,1
226037,0,49,46,8,10,0
266365,0,77,68,16,117,1
351023,1,72,72,12,10,0
383162,1,89,67,10,71,1
433104,0,42,56,8,58,0
296762,0,24,32,12,62,0
412049,0,42,47,2,50,0
287093,1,71,81,20,93,1
6156,0,23,34,4,196,0
382160,1,33,38,2,83,0
180421,0,27,32,10,18,0
356218,1,56,68,6,33,1
285877,1,45,35,3,17,0
302845,1,56,45,8,10,1
348185,1,91,152,16,65,0
334517,1,30,34,8,80,0
255433,0,75,118,14,21,1
366651,1,84,113,6,16,1
347736,1,66,66,16,25,1
362285,1,61,41,2,17,0
397284,0,79,92,2,73,1
14752,1,54,69,12,26,1
403557,0,46,44,6,206,0
412719,1,36,63,5,19,0
413259,1,55,77,5,15,1
415847,0,39,34,3,47,0
135922,1,36,32,11,156,0
205822,1,31,35,5,153,0
382425,1,154,157,16,85,0
345663,1,37,32,9,17,0
263136,1,25,34,1,76,0
371310,0,32,33,2,48,0
398997,1,100,67,17,10,1
249745,1,61,56,12,25,1
356303,1,400,176,6,28,1
276264,1,48,58,6,10,0
404678,1,46,70,6,10,0
210782,1,185,183,3,40,1
390542,0,64,54,2,101,0
385053,1,37,35,5,43,0
393415,1,93,67,7,162,0
254092,0,30,38,4,129,0
361276,1,88,81,18,10,1
374088,1,75,142,7,79,0
203513,1,106,125,18,16,0
153547,1,110,71,13,57,0
394323,1,38,48,8,70,1
103790,1,27,29,4,202,0
311123,1,76,46,8,58,0
149162,0,45,35,1,114,0
423621,1,36,38,13,10,1
296236,1,33,34,5,158,0
414905,1,118,126,18,30,1
249102,1,169,206,19,548,1
419127,1,48,66,12,71,0
275310,1,37,36,3,70,0
253959,0,31,31,3,117,0
378008,1,40,44,18,36,0
313955,0,33,30,10,10,0
336502,1,117,93,5,80,0
348892,1,115,110,4,10,1
258743,1,65,58,8,101,0
388557,1,60,50,2,97,0
223475,1,64,74,14,377,1
396717,0,38,47,4,30,0
292700,1,79,65,9,11,0
387174,1,154,170,11,131,0
222081,0,68,113,20,27,1
376031,1,140,148,18,41,0
252163,0,42,36,4,104,0
128955,1,59,75,16,54,0
407553,0,204,181,4,179,1
265761,1,91,69,9,92,1
418341,1,88,81,15,63,1
385245,0,40,38,13,207,0
360815,1,50,58,15,131,0
314459,1,62,52,14,69,1
221921,1,32,37,5,83,1
427206,1,47,66,6,10,0
269385,0,70,61,6,64,1
398675,0,35,36,8,56,0
186294,1,82,55,2,289,1
398459,1,87,86,13,14,0
395448,0,46,62,11,98,0
382134,1,93,80,2,170,1
269210,0,32,35,8,60,0
386367,1,41,38,9,18,0
351768,0,25,31,11,46,0
360517,0,42,29,7,74,0
277114,1,85,91,18,326,0
391812,0,69,82,13,168,0
433623,1,43,38,17,19,1
291419,1,78,68,12,394,0
238745,1,104,96,8,332,0
238853,0,26,36,8,71,0
292369,0,53,55,7,183,0
426001,0,44,51,17,153,1
414302,0,224,191,10,232,1
172406,1,37,37,3,10,0
388888,1,39,51,16,50,1
399650,0,49,57,7,178,1
340576,1,108,88,14,43,0
383647,1,49,59,12,280,0
322151,1,231,185,19,36,1
420528,0,34,32,11,26,0
386636,1,48,41,18,20,0
340840,0,76,103,12,176,0
252315,1,34,42,14,40,1
291876,0,21,25,1,298,0
364354,1,30,35,3,325,1
217695,1,59,68,8,100,0
351388,1,49,52,13,53,1
425755,1,27,30,3,104,0
418279,0,83,78,7,161,0
386095,1,82,103,20,130,1
233289,1,81,101,16,14,1
349848,1,47,44,9,89,1
339963,1,26,29,6,200,0
258629,0,52,69,8,69,0
359897,1,35,40,14,46,1
375240,0,72,70,4,54,1
326791,1,41,29,15,12,0
280430,1,37,34,13,41,0
152829,1,97,95,16,346,1
277917,1,99,90,14,179,0
420399,0,32,29,5,13,0
303153,1,30,29,9,10,1
426995,0,25,27,4,311,0
244863,1,36,40,4,147,1
385981,0,24,32,16,142,0
150088,1,100,85,1,18,0
402674,0,21,24,14,157,0
339657,0,28,31,5,39,0
141306,0,42,45,4,20,0
401198,1,26,31,5,34,0
210795,1,43,33,8,92,0
173375,0,57,59,7,314,0
406450,1,41,39,4,79,0
348086,1,89,86,3,375,0
261283,1,85,70,11,28,1
196080,1,25,29,14,726,0
380077,1,44,49,7,170,0
322890,1,29,28,13,61,0
417740,0,116,92,6,106,0
285824,1,47,45,6,88,0
412106,0,29,30,1,110,0
299422,1,25,36,2,28,0
372793,0,39,50,10,233,0
252193,1,75,54,2,33,0
378398,1,37,40,7,10,0
299138,1,43,38,5,70,1
176575,0,25,31,11,28,0
392105,1,65,35,4,68,1
393001,1,45,42,9,83,1
413579,1,38,35,5,14,0
264422,1,29,35,12,372,1
305613,1,93,74,13,186,1
243824,1,40,41,20,38,1
416089,0,73,71,10,57,0
285338,0,75,44,9,141,0
138299,1,45,55,4,37,0
353842,1,42,53,16,74,0
381200,0,37,34,1,120,0
122143,0,41,43,1,40,1
279573,1,27,31,8,89,0
432835,1,132,98,5,101,1
180203,1,110,80,12,75,0
303222,1,195,196,12,100,1
389000,0,36,33,11,14,0
403020,1,60,74,13,10,0
396748,0,38,41,7,192,0
411370,1,93,67,9,73,1
369884,1,22,26,10,192,0
219543,1,76,73,11,94,1
377353,1,145,149,19,251,0
287488,1,33,28,11,271,0
404847,0,115,120,18,63,1
295142,1,39,42,12,104,0
293269,1,64,39,9,52,0
418865,0,20,30,13,115,0
396069,0,41,37,7,49,0
356727,1,36,35,5,53,0
374732,1,126,110,8,29,1
262951,1,41,38,14,100,0
278952,1,39,33,3,34,0
387512,1,120,161,18,37,0
283225,0,67,72,11,96,1
324975,1,33,42,12,19,0
382410,1,33,36,7,46,0
232921,1,35,42,5,18,0
376797,1,41,34,20,154,0
390799,1,32,32,14,62,0
342793,0,21,33,2,47,0
126746,1,64,65,6,32,0
321694,1,33,34,16,25,1
403210,1,49,51,17,283,0
288639,1,18,35,10,38,0
109931,1,33,44,10,63,0
428355,1,83,77,4,35,0
174931,1,99,49,7,10,0
294143,1,93,119,16,71,0
400015,0,130,133,8,48,1
426408,1,29,36,15,489,0
399890,1,43,45,16,109,1
423944,0,67,95,7,10,1
182857,1,99,82,5,27,1
357075,1,38,47,7,68,1
343892,1,25,30,11,83,0
391042,1,36,32,13,32,1
235586,1,30,35,3,103,0
335955,1,86,114,5,146,1
355065,1,84,115,4,128,0
311853,0,26,30,4,19,0
401908,1,108,114,20,10,1
232429,1,68,47,6,150,0
393721,0,39,39,3,109,1
349329,1,197,162,16,37,0
339615,0,28,30,7,84,0
336077,1,64,77,11,83,1
303570,1,85,105,3,153,0
369950,1,96,67,10,129,1
429044,1,70,48,17,91,0
392802,1,43,33,16,279,0
286827,1,50,48,3,166,1
397886,0,79,63,8,50,0
297223,1,40,38,16,14,0
292746,0,41,51,8,110,0
417335,1,37,37,5,50,0
363400,0,22,31,8,134,0
330389,1,272,153,6,10,0
372468,0,40,41,10,144,0
265337,1,40,44,10,10,0
271893,1,34,40,9,36,1
167698,1,99,79,5,323,0
281890,0,35,38,6,226,1
352225,1,80,96,7,24,1
245735,1,145,146,20,204,1
337336,1,81,87,10,97,1
371488,1,99,97,21,107,1
78330,0,34,30,5,71,0
284837,1,40,35,5,50,0
360686,1,61,59,13,147,0
301942,1,46,44,8,17,0
286052,1,64,45,4,102,0
276889,1,48,50,5,33,0
233170,1,58,49,12,28,0
411775,1,44,38,9,276,0
310676,1,53,62,14,169,0
340384,1,36,40,9,21,0
349503,1,55,46,15,54,0
189243,1,42,38,9,133,0
311451,1,90,65,15,79,0
344325,1,159,167,13,27,0
375841,1,45,36,14,43,0
259143,1,84,94,6,223,1
382573,1,60,49,13,205,0
196736,1,31,40,7,22,1
338452,1,33,38,7,125,0
175007,1,99,79,6,180,0
303494,1,87,76,15,73,0
344517,1,187,130,20,15,0
307263,0,44,36,2,40,0
333821,0,39,53,5,87,0
260589,1,61,42,3,103,1
107193,1,60,59,15,71,0
386531,1,38,40,13,105,0
295118,1,149,185,12,181,0
403322,1,65,56,3,10,0
200738,1,87,83,1,16,1
386675,1,199,65,4,208,1
394037,1,38,40,14,50,0
251339,0,38,38,8,14,0
385739,1,87,103,3,59,1
390966,0,71,66,13,37,0
323433,1,39,72,10,67,0
393540,0,34,41,13,61,1
411225,1,130,189,6,14,1
68079,0,127,145,6,19,0
298652,1,75,87,20,95,1
339865,1,140,104,9,10,0
404869,1,97,79,9,70,0
250206,1,32,35,12,144,0
189162,1,29,35,3,88,0
223157,0,173,214,8,98,1
312681,1,169,168,20,328,1
388898,1,40,51,16,64,1
313165,0,155,95,9,78,0
389153,1,66,79,8,40,0
398578,0,35,31,4,272,0
116890,1,203,243,16,362,0
315677,1,137,146,5,112,1
420512,1,27,26,6,219,0
380620,1,138,199,18,37,1
356043,1,40,48,6,84,0
389309,1,83,86,18,60,1
250691,1,42,43,11,283,1
420051,1,251,140,5,10,0
413667,1,58,50,4,109,1
203259,1,79,59,20,39,0
339926,1,36,43,6,25,0
338375,1,45,40,13,175,0
427001,1,54,67,8,29,0
431444,1,81,97,18,35,1
405368,0,48,46,7,10,1
429693,0,187,189,16,10,1
72307,1,37,39,12,10,0
223518,1,24,35,16,15,1
392906,1,35,30,12,42,0
362175,1,61,50,7,56,0
271794,1,64,64,7,18,1
122436,1,38,32,15,10,0
321917,1,75,49,13,81,0
376009,1,106,67,14,36,0
66523,1,22,28,8,153,0
161534,1,29,30,6,10,0
377551,1,66,64,17,19,1
384463,1,47,40,3,18,0
40910,1,62,47,19,158,0
350566,1,111,90,6,20,0
147298,1,47,39,13,27,0
265620,0,53,70,13,538,0
178136,1,43,52,11,27,0
222881,0,21,36,1,34,0
203552,0,42,30,10,410,0
311218,1,38,42,1,17,0
272656,1,330,264,13,27,0
427643,1,205,203,7,77,1
329374,1,27,28,7,16,0
373346,1,52,63,4,256,1
242847,1,183,196,15,76,0
142748,0,40,35,13,81,0
428176,0,67,59,9,75,0
351182,1,42,47,7,182,1
387939,1,29,34,16,10,1
246656,1,39,28,9,21,0
375827,1,43,41,16,88,1
288012,1,71,69,17,38,0
315435,1,31,28,11,20,1
419523,0,30,33,9,143,0
429308,1,44,41,11,316,0
135468,0,25,32,4,10,0
424248,0,20,32,12,10,0
422163,0,33,36,13,142,0
380839,1,73,62,17,244,0
360651,1,48,51,6,194,0
228173,1,59,60,20,238,0
327796,1,112,143,15,23,1
112091,1,49,44,3,94,0
427891,1,75,80,10,10,1
408609,1,81,116,17,108,0
398355,1,76,72,10,26,0
426255,1,31,31,11,55,0
358265,0,33,33,6,48,1
370473,1,29,33,8,47,0
364194,1,38,32,6,92,0
425548,0,31,29,4,259,0
395060,1,26,28,6,152,0
241060,0,29,34,4,16,0
379956,1,26,33,8,37,0
387166,0,45,64,4,62,1
395217,1,34,36,6,178,0
397253,1,38,37,7,127,0
367058,1,96,97,20,72,1
384956,0,55,58,18,46,1
429946,1,70,61,18,192,1
371284,0,86,55,6,212,1
366462,1,64,51,8,54,1
345698,1,49,48,14,48,0
392816,0,44,35,11,25,0
418577,0,100,64,16,17,1
405764,0,59,70,12,47,0
362069,0,153,181,14,21,1
271754,0,29,32,3,18,0
374311,1,133,136,18,38,0
392673,1,186,270,17,45,1
297711,1,379,287,18,36,0
302474,1,103,174,17,92,0
255522,0,41,45,4,29,0
425980,1,80,86,18,104,0
238398,1,199,183,12,101,0
313460,1,84,77,3,239,1
291468,1,67,61,8,275,0
367765,1,51,134,20,15,1
305202,1,28,31,12,119,0
395616,1,89,104,3,138,1
360848,1,57,54,12,220,0
87400,1,66,88,1,327,0
202739,1,56,51,4,187,0
404947,1,56,60,7,71,1
428236,1,35,55,7,48,0
146045,1,75,55,5,108,0
309085,0,59,58,3,69,1
364320,0,104,108,6,228,0
318638,1,87,56,10,31,1
373482,1,26,29,15,26,0
162713,0,67,51,3,176,0
318084,1,42,44,5,130,1
389246,1,37,38,4,123,0
384317,0,148,185,6,15,0
122687,1,79,102,16,33,0
379302,1,59,65,8,250,0
222157,1,37,40,15,57,0
326519,1,165,162,20,90,1
387340,0,32,44,13,148,1
267355,1,127,136,10,34,0
351482,1,147,149,11,31,0
406596,0,27,43,12,160,1
396931,0,32,40,16,174,1
173851,1,29,27,6,174,0
310010,1,89,91,13,108,1
272815,1,46,42,9,99,1
427392,0,46,49,1,17,0
369046,1,42,36,1,64,0
251106,1,149,155,13,286,1
300404,0,55,48,12,90,0
310363,1,55,50,12,33,0
422786,0,186,199,11,91,1
284954,1,38,32,3,35,0
286138,1,209,153,5,204,1
216324,1,56,56,2,10,0
406952,1,78,127,13,59,0
413175,1,60,44,1,56,0
353193,1,96,78,11,10,1
412595,1,47,54,19,87,0
362938,1,98,58,19,137,0
274686,1,36,42,1,92,0
163917,1,125,106,11,58,1
408306,1,121,164,4,14,1
345899,1,55,67,12,10,0
368348,1,29,38,1,58,0
235230,1,116,107,20,67,1
125682,1,32,41,13,99,0
384960,0,78,85,17,202,1
425287,1,27,34,6,194,0
358349,0,122,119,20,86,0
379370,1,39,49,6,139,0
315211,1,56,56,13,79,0
297019,1,65,57,14,29,0
367646,0,26,51,14,77,0
377449,1,89,77,16,85,1
401523,0,29,31,7,10,0
348178,1,46,55,7,119,1
326365,1,180,183,15,22,1
304431,0,46,35,12,151,0
100471,1,135,139,10,21,0
401946,1,88,93,8,15,1
260531,1,38,49,7,101,1
353586,1,60,59,17,208,1
376382,1,53,52,2,10,0
308908,1,92,62,3,32,0
70471,1,35,28,6,120,0
197960,1,55,58,4,42,0
399224,1,112,76,19,98,1
401175,1,33,35,8,10,0
390144,1,24,33,17,194,0
342228,1,157,175,12,15,1
271884,1,44,37,6,85,0
116504,1,46,49,5,61,0
374182,1,68,99,17,243,1
376781,1,105,89,20,10,1
391374,0,68,78,12,13,1
243403,1,22,29,4,109,1
255691,1,82,72,11,10,0
416740,1,30,46,11,121,1
382195,0,45,39,6,10,1
426960,0,85,72,14,98,0
390316,1,88,65,2,159,0
353949,1,64,58,4,63,0
114195,1,140,145,1,129,0
368838,0,35,34,16,195,0
355244,1,51,46,11,173,1
425161,1,65,91,4,411,0
167848,1,88,51,1,79,0
149980,1,221,199,5,274,0
367292,1,23,34,13,10,1
330581,1,77,78,4,185,0
423141,1,129,109,13,125,1
377039,1,54,55,10,10,0
348611,1,56,69,6,98,1
241346,1,59,41,13,422,0
375099,1,66,56,10,18,1
200790,1,57,42,11,10,0
326571,0,60,42,12,66,0
101852,1,40,41,1,88,0
426084,0,43,32,12,47,0
174160,1,37,40,17,169,0
414725,1,107,111,20,77,0
369708,1,61,54,15,183,1
286571,1,86,57,1,29,0
326651,1,39,37,7,238,0
363865,0,30,34,9,10,0
384954,0,85,98,18,46,1
423532,0,79,111,5,218,0
323632,1,28,27,16,71,0
106650,0,34,32,2,21,0
428725,1,55,55,21,52,1
310551,1,44,41,13,63,1
351888,0,33,50,5,28,1
425048,1,62,61,7,33,1
321987,0,55,60,10,125,0
336007,1,49,33,11,258,0
412453,1,45,38,10,10,1
141864,1,128,143,13,14,0
238765,1,40,38,9,81,1
429796,0,31,42,8,49,0
310380,1,68,96,13,84,1
386653,1,29,33,13,26,0
352530,0,34,35,5,47,0
297085,0,28,34,7,99,0
376680,0,166,262,9,10,1
180594,1,132,158,6,108,1
374208,1,136,173,18,88,1
151081,0,23,29,4,10,0
163449,0,41,59,7,217,0
399253,1,68,80,8,10,0
415216,0,73,87,15,344,0
380748,1,52,39,11,71,1
271296,1,24,33,4,62,0
417593,1,70,77,11,184,1
355232,1,21,30,15,177,0
393525,1,39,36,9,29,0
383369,0,49,33,7,366,0
251593,0,46,35,5,29,1
358330,1,82,86,13,64,0
406057,1,67,69,6,15,1
420124,0,43,40,5,171,1
149228,1,166,175,2,390,1
389312,1,57,51,14,96,1
346575,0,49,57,14,67,1
265768,1,101,77,7,10,0
278122,1,80,60,7,123,0
264036,1,36,45,4,132,1
339104,1,97,122,11,148,1
432507,0,37,50,8,331,0
195686,1,56,77,10,148,0
291911,1,112,76,8,10,1
301779,1,45,70,12,39,0
203414,1,274,201,15,14,1
417299,1,47,54,9,40,0
246244,1,40,42,14,84,0
332117,0,41,41,3,278,1
184396,1,229,150,4,10,0
302077,1,54,63,18,50,1
109894,1,177,154,10,23,0
384806,0,24,28,11,296,0
211217,1,210,87,7,191,0
269219,1,71,50,2,70,1
428238,1,41,40,12,39,0
424802,0,123,127,11,75,1
345784,0,50,59,13,125,0
223975,1,59,82,6,44,0
378054,0,140,151,17,99,0
335305,1,36,41,8,35,0
270981,0,68,64,13,112,1
363610,0,51,45,4,52,0
391201,1,43,76,12,212,0
337881,1,56,90,13,218,1
408195,1,25,35,7,155,1
413602,0,37,38,9,119,1
401959,0,33,31,5,461,0
366733,1,90,62,5,249,0
241371,0,31,35,13,72,0
246266,1,65,56,16,37,0
353712,0,89,77,9,77,0
414028,1,57,66,10,113,0
420675,1,48,80,8,117,1
415121,1,48,51,16,40,0
359832,1,58,53,8,27,0
210508,1,58,66,9,411,0
412041,0,107,227,13,118,1
348408,1,199,186,14,76,1
378517,1,55,42,15,18,0
350498,0,29,32,8,91,0
352814,1,55,58,4,10,0
258972,1,33,41,5,13,0
47220,0,139,74,9,44,0
398981,1,45,47,7,89,1
372258,1,37,36,8,10,0
319777,1,29,34,3,72,0
368579,0,26,41,1,306,0
318768,0,32,32,4,832,0
241659,0,59,61,14,147,1
427939,0,25,31,3,58,0
387095,1,27,30,7,194,1
376932,1,64,58,10,10,1
326540,1,63,66,15,269,1
255707,1,45,42,11,89,0
404765,0,29,32,5,45,0
329296,1,50,39,7,403,0
390490,0,33,43,11,177,1
279722,1,42,43,13,121,0
361536,0,21,28,2,186,1
299069,1,69,74,6,10,0
319740,1,76,81,8,102,0
229035,1,84,60,5,59,0
334292,1,55,53,10,11,0
387890,1,90,97,19,86,0
432326,0,38,44,9,10,1
389084,1,35,40,9,30,1
110427,1,97,55,13,145,0
295322,1,167,136,18,42,0
410916,0,52,65,17,117,1
421895,1,37,41,20,173,0
316471,0,31,35,14,289,1
234461,1,35,31,2,33,0
285647,1,42,66,9,10,0
319056,1,66,57,20,146,1
273452,0,27,27,4,26,0
125310,1,22,30,6,96,0
209801,1,35,32,10,158,0
231410,1,67,75,19,205,1
255193,1,67,66,6,180,0
159384,1,78,60,5,155,0
297280,1,57,47,4,110,0
148352,1,164,161,18,138,1
330031,1,29,43,8,50,0
329290,0,30,42,14,35,0
287401,1,96,74,2,10,0
63326,1,150,84,5,69,0
404477,1,68,62,3,30,1
387662,0,33,35,10,31,0
388737,1,46,38,6,154,1
278097,1,34,47,6,57,0
363269,1,78,78,13,136,1
405128,0,37,32,8,13,0
315189,0,28,30,8,138,0
355053,1,69,90,20,10,0
395065,1,46,64,7,267,1
384722,1,40,40,9,178,0
275806,1,55,64,7,64,1
133386,1,51,40,11,93,0
186731,1,20,23,8,179,0
358298,1,145,192,20,123,1
309246,1,23,30,11,105,0
329071,1,29,28,15,79,0
381428,1,54,55,9,47,1
177271,1,45,40,12,55,0
298808,1,39,41,11,213,0
373205,0,28,37,9,20,1
125548,1,46,45,12,139,0
397536,1,36,42,19,104,0
379157,0,35,30,7,134,0
221311,1,56,35,15,79,0
408000,0,109,127,5,15,1
391949,1,346,165,19,125,0
182013,1,68,79,15,137,1
356504,1,92,147,8,96,0
384341,1,116,84,3,105,1
431223,0,34,36,8,170,0
207937,0,55,74,1,439,1
