"vehicle_id","reservation_id","reservation_type"
382867,3078562,2
357838,3078906,1
406696,3080637,2
364826,3081278,1
84783,3082257,1
401009,3082260,2
361534,3084705,2
292415,3085249,1
381546,3085428,2
385981,3088667,2
266365,3089628,2
245352,3092666,2
422804,3095363,2
194925,3096460,1
363961,3097256,1
381697,3098917,1
255348,3099293,1
412793,3102059,2
402674,3102585,2
255348,3103732,1
291876,3105136,1
394675,3108403,2
345849,3108503,2
292700,3108838,2
311916,3109353,1
259272,3110093,1
214230,3110117,2
295444,3110172,2
418787,3110720,2
412106,3110773,2
311916,3111403,1
376031,3113647,1
396069,3113753,2
153547,3114249,1
339963,3115310,2
111176,3116143,1
206771,3116570,1
286261,3117280,2
396108,3117391,2
404847,3117864,1
225734,3119649,1
49390,3120228,2
251592,3120549,1
328783,3121216,2
383647,3121774,2
249102,3122412,1
296212,3122487,2
373458,3123749,1
344259,3124384,2
154536,3125759,1
430029,3126001,2
275310,3126180,1
426408,3126455,1
269385,3128026,1
402674,3128274,2
341656,3129260,1
324020,3131733,1
353842,3131748,1
268733,3134992,2
382425,3135523,1
258269,3135933,2
403620,3136020,2
222081,3138648,1
284130,3138972,1
367247,3140885,2
351513,3140886,2
292415,3141087,1
431542,3141835,2
262300,3143546,2
274319,3143944,2
296236,3145322,2
255433,3145754,2
229396,3145855,1
371860,3147399,1
423692,3148019,2
298091,3149071,1
398459,3152613,2
356727,3152833,2
292415,3153561,1
248527,3153739,1
351279,3154837,1
399890,3155853,1
406701,3160416,1
245352,3160671,2
351513,3160734,1
414580,3160887,2
398459,3162127,2
317475,3162541,2
393403,3163718,2
257395,3164920,2
368989,3167161,2
396920,3167886,1
429887,3169348,2
353502,3169442,1
252163,3169595,1
303222,3169645,1
433995,3170998,1
267713,3171054,2
101510,3171806,1
418341,3172685,1
316798,3172935,2
178293,3173909,2
385245,3175000,2
340959,3175890,1
353502,3175971,2
225310,3176661,1
178293,3177351,1
293075,3178133,1
225734,3178699,1
243320,3179498,1
245849,3179586,2
406450,3179708,2
362269,3179843,2
226037,3180234,1
354262,3180487,2
366832,3182228,1
293075,3182489,1
14752,3182561,1
425755,3182667,1
185423,3183219,1
386095,3184632,2
379636,3185670,1
203513,3186131,1
385053,3187046,1
366651,3187508,2
433995,3189133,1
425755,3190266,1
360029,3193096,1
161791,3193496,2
253257,3194009,1
423421,3194122,2
256121,3195078,2
134118,3198796,2
351513,3199521,1
385442,3202488,1
340959,3203936,1
340959,3204065,1
413812,3204536,2
176575,3205430,1
418279,3205588,2
315488,3206173,1
377353,3206681,1
414302,3207062,1
345061,3207285,2
341663,3208372,1
394675,3209721,1
292700,3210578,1
406314,3211410,2
210795,3212691,1
389591,3213693,1
342338,3215082,2
390195,3215153,1
337117,3216844,1
231988,3217005,1
172406,3217478,1
383162,3217570,2
397300,3218247,1
371107,3218634,2
287093,3222345,2
347736,3222953,2
249667,3223479,2
214230,3223819,1
279573,3223907,1
334639,3224220,2
189700,3224579,1
375240,3224644,2
230813,3225007,2
410118,3225518,2
277114,3226337,1
276889,3229452,2
398459,3230441,2
326791,3231479,1
101510,3231491,1
269210,3232308,1
331621,3232518,2
321091,3232823,2
258743,3235528,1
299422,3236882,2
292415,3237350,1
172406,3239431,2
353502,3241802,2
364354,3242221,1
154536,3242502,1
203625,3242531,1
376530,3242753,2
334517,3242875,2
245462,3243236,1
281315,3244748,1
359897,3245018,2
277917,3245773,1
285434,3245840,2
386680,3245978,1
410118,3247683,2
374732,3249349,1
101510,3252608,2
173375,3252814,2
298091,3253407,1
388888,3255826,1
370312,3256593,1
262300,3257356,2
173375,3257471,1
227812,3260219,1
206771,3260506,2
292658,3262206,1
322890,3264525,2
427245,3266660,1
292415,3266975,1
419450,3267648,2
322445,3268376,1
219543,3270526,1
318373,3270705,1
327315,3270849,1
421073,3271541,1
215970,3273041,2
382425,3275634,1
213569,3270676,1
181622,3272451,2
366425,3272805,2
393672,3273432,2
330811,3276548,2
244983,3279953,1
338832,3281186,1
385230,3281415,2
29441,3282752,2
137835,3287250,1
335117,3287483,2
161950,3287569,2
385121,3288411,2
165766,3289195,1
311795,3290482,1
373896,3292290,1
422709,3293323,2
307984,3293672,1
318685,3294563,1
225304,3294843,2
381155,3296152,1
238477,3297487,1
338832,3297655,1
174536,3298440,2
416955,3299759,2
403545,3300503,1
257239,3302326,2
381155,3302789,1
431165,3302988,2
389037,3303442,2
434007,3303550,1
381235,3303567,2
428970,3305342,1
378086,3305390,1
361902,3305819,2
311795,3307940,1
311795,3308159,1
426514,3309900,2
327331,3310426,2
354170,3310428,1
318520,3311631,1
321351,3311721,2
431417,3313376,1
415224,3313646,1
386467,3313827,1
300779,3314951,2
239533,3315214,1
311795,3315468,2
137835,3317373,1
244710,3317722,1
325422,3318183,1
300779,3319555,2
348315,3319818,1
401136,3320110,2
327371,3321399,1
425380,3322120,1
434007,3322422,2
388203,3323304,1
324085,3323730,2
303290,3325421,2
403160,3327389,2
422881,3328673,1
175692,3330473,1
427249,3331260,2
391816,3331433,1
317653,3331715,2
355733,3332313,1
383056,3332652,2
149567,3333621,2
419988,3333672,1
365959,3335219,2
353283,3336246,1
327491,3337215,1
253672,3338805,1
355733,3338830,1
316662,3339287,1
353969,3340699,1
352640,3341192,1
122123,3342059,2
309071,3342243,2
385230,3344833,1
345796,3344941,1
325422,3347741,1
423921,3350021,1
255205,3351072,2
363586,3351594,1
311795,3353358,2
339500,3353908,2
291260,3354150,2
258308,3355647,1
431417,3355822,1
348315,3358367,2
338832,3358646,1
253757,3359151,1
313536,3359492,2
161950,3360720,2
383952,3362663,2
339500,3365147,1
295577,3366944,2
433246,3368111,2
397860,3369255,2
133748,3370144,1
258128,3370355,2
144063,3370622,2
400483,3371123,2
317038,3372271,1
327331,3372371,1
382950,3373040,1
401016,3374282,1
409917,3375337,1
425878,3375536,1
269891,3375576,1
387397,3375689,2
410217,3376144,1
312206,3376351,1
392380,3376428,1
376556,3376769,2
418417,3376816,2
317038,3377669,1
424418,3377858,1
348315,3381017,1
138774,3381991,1
382001,3382561,1
154592,3383795,2
244386,3383918,2
362477,3383958,1
422881,3384297,2
397482,3384309,1
318520,3384909,2
373389,3386728,2
387397,3386895,2
403915,3387327,1
374086,3387615,1
421246,3387820,1
325424,3389473,1
380752,3389690,2
389758,3390432,2
311937,3392165,2
358199,3393509,2
261472,3396783,1
386467,3397235,1
357906,3397800,2
96049,3398603,2
403545,3399440,1
419988,3399876,1
255946,3401349,1
383229,3402141,1
300779,3403256,1
378086,3404909,1
310749,3405430,1
367045,3406518,1
324200,3407382,1
356985,3407715,2
432318,3407930,1
383238,3415884,1
383065,3417843,2
262551,3417872,2
415169,3418613,1
338832,3418840,1
414363,3420581,1
224517,3423261,2
285600,3424114,1
294562,3425186,1
352268,3425557,1
423921,3425665,2
311795,3426447,1
382001,3427412,1
416286,3427540,1
383952,3429811,1
391816,3430193,1
428970,3430890,1
267162,3431391,1
238477,3432204,1
225304,3432341,2
396993,3432899,2
364763,3434531,1
342027,3436436,1
402598,3438877,1
213351,3439394,1
296152,3439854,1
306728,3443334,2
332365,3446018,2
344190,3447416,1
405930,3450129,2
179871,3452232,2
249660,3458616,1
410217,3460951,1
335117,3460990,2
265841,3461394,1
432146,3462080,2
135348,3465924,2
248357,3467534,1
410217,3471289,1
403915,3471821,2
376209,3472676,1
368833,3472753,1
242308,3474024,2
368833,3474886,1
320638,3475375,1
215017,3475544,2
386467,3476744,2
420936,3477002,1
304252,3478509,1
410217,3480301,1
427469,3480388,1
355733,3480914,1
327371,3482774,1
289037,3482866,1
395734,3482967,1
337256,3483863,1
362477,3485098,1
383952,3486846,1
379223,3487516,2
152949,3487912,2
397106,3489439,2
344190,3489755,1
410541,3490491,1
361902,3490506,2
228271,3491474,1
280552,3491658,1
421767,3492019,1
265841,3493457,1
326751,3494416,1
242308,3495459,2
408076,3495644,1
171396,3496853,1
385160,3498547,1
389758,3500186,2
258233,3500978,1
399665,3502713,1
373555,3503374,1
358753,3505717,1
383065,3506850,2
304252,3507252,1
204857,3508450,2
427630,3511581,1
371619,3511752,2
397860,3514314,1
242308,3518577,1
196305,2528570,2
352268,2737376,1
313536,2770652,2
129597,2770757,2
288335,2793664,2
295542,2813749,2
335239,2829534,2
318671,2865791,2
343855,2895207,2
192220,2897137,2
330811,2912897,2
394823,2918300,2
383605,2943279,2
234314,2944057,1
384333,2949673,2
384253,2952496,2
393326,2962810,2
393672,2965578,2
383605,2967659,1
367193,2979566,1
285600,2988412,2
354156,2997455,2
324085,2998368,2
397967,3002418,1
362580,3003655,2
356204,3004188,1
416286,3004352,2
366425,3009905,1
413861,3011062,2
401016,3029207,1
399443,3039821,1
355678,3049053,1
401136,3049540,2
397967,3054042,1
410541,3054346,1
327243,3054802,1
241038,3055304,1
225710,3060000,2
359180,3060052,1
291070,3060248,1
378086,3062453,1
422098,3062911,2
424933,3064033,2
400582,3071840,1
427699,3072405,2
244710,3073211,2
282392,3080025,2
414540,3083219,2
386515,3083783,2
380854,3092163,2
376556,3095315,1
285617,3096210,2
323907,3096620,2
309129,3097852,1
376556,3099588,2
370738,3100296,2
244386,3101081,2
354906,3101197,2
373555,3102279,1
345838,3102948,1
289037,3104561,2
373367,3105611,2
187502,3105757,2
310749,3106741,1
389758,3108513,1
135348,3109061,1
228082,3110136,2
283397,3110191,1
370197,3110450,2
396813,3110535,1
241038,3111504,1
181213,3112556,2
402542,3113789,2
405930,3114133,1
434067,3114823,1
365556,3114977,2
321036,3115754,1
434061,3116176,1
432146,3116419,1
321036,3116567,2
393756,3120371,1
383238,3120470,2
354689,3120663,2
400885,3121675,2
191312,3122286,1
345943,3123429,1
429969,3125945,2
341836,3126916,1
355222,3127690,2
404288,3128720,2
321677,3128853,1
207048,3128986,2
258128,3129553,1
382262,3130478,1
407576,3133951,1
434047,3134225,2
402429,3134231,2
431165,3135236,1
346593,3135833,2
401136,3136007,2
352268,3137716,1
345943,3137906,1
261405,3138235,2
353283,3139014,2
327371,3139825,1
426804,3139869,1
434047,3140039,1
420127,3140228,1
362599,3140765,1
317038,3144114,1
171396,3145137,1
396156,3146785,1
387427,3147398,2
422320,3147979,1
293362,3148925,1
424418,3149048,1
420306,3150268,1
415233,3150793,1
429192,3159677,1
388203,3162419,1
96049,3162662,2
379672,3162751,1
377062,3163486,2
381894,3163692,2
285600,3164079,2
212033,3165055,1
168891,3165083,1
359996,3165242,1
174536,3166442,2
413013,3166554,2
358062,3167522,1
258308,3167930,1
313039,3191109,1
425207,3192121,1
35058,3192620,1
264804,3193103,1
243407,3193277,2
299952,3194594,1
300948,3195723,2
432359,3195983,2
297206,3196509,1
301450,3196834,2
348940,3197338,1
401518,3198057,1
238497,3198828,2
384427,3199136,1
423574,3200107,2
406702,3200971,2
348753,3201051,2
409288,3201410,1
249380,3201934,2
356848,3202730,2
249380,3202909,2
377022,3204030,1
246129,3204573,2
260311,3205278,1
201292,3206247,2
365179,3206935,2
153437,3208426,1
287206,3211692,1
394843,3213431,2
357552,3214970,2
191793,3215540,2
357634,3216197,1
424347,3216724,1
363348,3217402,1
236322,3217459,2
368964,3218078,2
356848,3218322,2
403603,3219582,1
341286,3219789,1
344681,3219911,1
419528,3220863,2
321121,3222714,2
326144,3223174,1
399956,3223334,1
173419,3224530,1
404766,3225748,1
367996,3226281,1
113703,3227098,1
408126,3227349,2
162707,3227693,1
357741,3227793,1
425871,3229792,1
364336,3230200,1
345146,3230975,2
169082,3231986,1
415319,3233706,1
246072,3234034,1
169082,3236073,2
180398,3236225,1
259126,3236563,1
249380,3237813,2
329036,3239930,1
364336,3240295,1
189766,3240408,1
308004,3241218,2
155189,3241502,1
374451,3242240,1
414870,3242621,2
368241,3242844,1
387106,3242946,2
300945,3248049,2
419878,3248955,2
337057,3249051,1
265243,3251461,2
312497,3252273,1
169082,3252468,1
223610,3255104,1
427757,3256834,2
191377,3257143,2
159155,3258046,1
200926,3258714,1
364315,3259844,1
198113,3260597,1
344417,3260669,2
338609,3261000,1
378701,3264332,1
162707,3266754,1
357516,3270101,1
167386,3270520,2
80493,3272394,1
300265,3273709,1
254569,3275513,1
384114,3276146,2
398186,3277567,1
424347,3278632,1
347981,3278638,2
394843,3279083,1
325159,3279390,2
191793,3279419,2
368241,3279832,1
249548,3280815,1
287388,3282311,2
427961,3282766,2
403603,3282774,1
418514,3283591,1
58262,3283885,2
430331,3284284,1
159155,3285205,1
428984,3286358,2
381018,3287550,1
249548,3288388,2
203147,3288799,2
287388,3289305,2
394459,3290441,1
348803,3290589,2
327798,3291103,2
198113,3291273,2
388715,3291315,2
323596,3291749,1
402184,3291784,1
282197,3295436,1
423931,3295686,2
368241,3296118,1
335252,3296921,2
301753,3299366,2
337326,3300415,2
397013,3300755,2
268175,3301370,2
218626,3302870,2
400916,3304059,1
358710,3307595,2
415935,3307912,1
256446,3309440,1
312497,3310636,2
223610,3311156,1
370990,3312429,1
343101,3313514,2
345953,3317398,2
410525,3317410,1
35058,3318480,1
313039,3318699,1
249380,3320004,2
367372,3320920,1
177065,3321323,2
406343,3321377,2
393362,3322269,2
235544,3322581,1
317950,3322763,1
434104,3324471,2
116227,3324562,2
232986,3324601,1
235544,3325444,1
349539,3325534,1
287388,3325847,1
363051,3326678,1
253220,3327093,1
235544,3327510,2
169082,3327610,1
249380,3327793,1
403603,3328877,1
373789,3328935,1
360450,3329604,2
327636,3329608,2
290329,3329949,2
360394,3331968,1
338609,3332383,1
240632,3338289,1
383811,3338563,1
189766,3341104,1
216278,3341263,2
347241,3342918,2
254569,3344487,2
272643,3344498,2
426729,3344567,1
335672,3345794,2
374198,3346693,1
414584,3347900,1
332028,3349105,2
391280,3349689,1
321166,3349705,2
308004,3350325,2
335252,3350458,1
299952,3351557,1
414687,3351931,1
372268,3353337,1
376548,3354659,1
430331,3356314,2
291417,3356633,2
313039,3357046,1
287388,3359407,1
113703,3359573,1
302523,3359763,1
289306,3361453,2
262612,3361713,1
346306,3361781,1
420075,3362924,1
259126,3364112,1
306697,3365175,2
393773,3365422,2
316397,3365959,1
372268,3367223,1
404992,3368998,2
302523,3369144,2
299889,3370064,1
233038,3370152,1
390455,3371026,1
326657,3371610,2
394189,3375005,1
258899,3375092,1
257552,3375563,1
363348,3375891,1
376046,3378861,1
400916,3379009,1
360450,3379288,2
329362,3380517,2
432468,3381921,1
364336,3383057,1
246072,3386167,2
399245,3389865,2
430331,3390540,1
409448,3391159,2
370911,3392154,1
278625,3393270,2
415576,3393597,2
240320,3397651,2
293339,3399128,1
421598,3401366,1
363551,3402010,1
235544,3402251,1
162478,3402801,1
415935,3404998,1
368251,3405021,2
167702,3405388,1
399661,3405713,1
424628,3408438,1
209719,3412661,1
338609,3412748,1
394463,3413458,1
385135,3413800,1
381369,3413812,2
376046,3414703,2
288278,3415390,2
258382,3417227,2
154615,3417456,2
349084,3417812,2
369354,3418607,2
418514,3418900,1
169082,3419468,2
393842,3423770,1
123665,3424617,1
349539,3427895,2
349642,3428439,1
380804,3429462,1
353707,3431990,1
223610,3432397,2
403677,3432430,1
380116,3432527,1
369726,3433729,1
180398,3437852,1
301977,3438103,1
401771,3439079,2
236322,3440885,2
389930,3441470,1
368964,3443942,1
391280,3445562,1
372268,3446515,1
238158,3447464,1
399561,3449109,2
403902,3451358,1
420075,3451378,1
398934,3451529,2
425973,3453061,1
357516,3455924,1
405449,3455976,1
223610,3456019,2
362061,3456141,1
415935,3463220,1
317809,3463636,1
415576,3466827,2
136163,3467180,1
357634,3467312,1
391280,3468776,2
428126,3471498,1
415835,3472237,2
301977,3477583,1
432449,3478334,2
292704,3479738,1
299952,3481369,1
425871,3484210,2
404365,3486512,2
316278,3487300,1
399956,3489639,1
313039,3489953,1
368964,3490043,1
345616,3490045,2
259126,3490609,1
303447,3493098,2
323596,3493741,1
288278,3498390,1
398186,3501104,1
390455,3507909,1
421327,3510497,2
357634,3512108,1
52676,3516203,1
251468,3516886,1
382016,3518978,1
418729,3527758,1
359839,2661014,2
362275,2750403,2
369606,2805122,2
377022,2817930,2
312986,2837031,2
269777,2837700,2
391925,2838816,2
351485,2842644,2
327636,2844580,2
333294,2859231,2
84831,2861539,2
375817,2878802,2
370990,2880891,1
163959,2888580,2
59823,2900072,2
236850,2914061,2
245788,2925188,1
344390,2930917,2
390246,2932234,1
316397,2943759,1
245158,2948637,2
406304,2981901,2
312986,2985871,2
281577,2990635,2
383811,2991000,2
407989,2995532,2
414687,2995663,1
344417,2996039,1
385674,3002792,2
274226,3003072,2
377022,3019138,2
344704,3020393,2
410534,3024797,2
231436,3025670,2
123665,3033118,2
421598,3037169,2
100675,3037765,2
414687,3049235,1
328196,3056050,1
424477,3058411,2
390644,3067465,2
374472,3067979,1
88051,3069116,2
424477,3071988,1
394843,3076887,1
362061,3080780,2
395623,3084803,1
376548,3087227,2
362765,3088888,2
404503,3092685,2
316397,3094871,1
425200,3096279,1
171753,3104267,2
333294,3104742,1
58262,3105854,1
364284,3105975,1
416128,3106706,2
246351,3107215,1
138388,3109400,1
333294,3109470,2
208417,3109598,2
403902,3110328,2
431528,3110566,1
362765,3110874,1
424630,3184408,1
328738,3185837,1
416395,3186549,1
212230,3187038,1
386280,3191291,2
133356,3191851,1
421180,3192180,2
269675,3192242,1
392743,3192870,2
366062,3194126,2
366062,3194318,2
378993,3194736,2
392373,3194955,1
417804,3195021,2
355626,3196917,1
338550,3197793,1
357831,3197985,1
406671,3198166,1
315023,3198401,2
389541,3200137,1
83376,3201938,1
266880,3202091,1
403737,3202584,1
233366,3205478,2
349020,3206754,1
83376,3208505,1
371678,3208674,1
195752,3211253,1
338550,3212062,2
269070,3212234,1
248671,3212727,1
301502,3213015,1
429428,3213095,1
417250,3214857,2
249568,3217301,2
174876,3217727,2
377645,3218051,1
314293,3219167,1
300846,3220309,1
298723,3221390,1
358374,3222894,1
166701,3222933,1
355626,3222972,2
331980,3224418,1
289825,3225931,2
407270,3228099,1
265328,3228288,2
214389,3230141,1
301502,3230891,2
298216,3231316,1
385129,3233350,1
399126,3233436,2
385738,3233571,2
323759,3234128,1
377965,3234936,2
377508,3235542,2
277416,3235893,1
424455,3241818,1
328539,3241971,1
305825,3244569,1
292127,3246635,1
212230,3247123,1
198790,3247710,1
246641,3252156,2
284505,3252323,1
410481,3252349,1
295242,3253712,1
317823,3256215,1
338550,3256531,2
350949,3256717,2
389757,3257061,1
341057,3257672,2
284147,3257722,2
315712,3257780,1
291927,3257942,1
314293,3258102,1
277416,3259923,1
294915,3259973,2
202440,3260080,2
195752,3262192,1
417250,3264079,2
259575,3264487,2
422770,3266783,1
399318,3268240,1
374359,3269188,2
389757,3269470,1
253582,3270400,2
323760,3270869,1
286664,3270872,2
335339,3270908,2
374897,3272692,2
212230,3273437,1
204077,3274548,1
323759,3275347,1
375301,3275393,1
357713,3275542,2
341161,3276923,2
323760,3277878,2
161413,3278034,1
390722,3278035,1
189048,3278391,1
154024,3279213,1
355571,3279347,1
390107,3280094,1
355626,3280963,1
419137,3281696,1
359071,3282894,1
429428,3283350,1
425558,3283391,1
341161,3284742,2
299181,3284892,1
332557,3285358,1
432955,3286323,1
61410,3287090,1
417774,3287418,1
169712,3288643,2
312739,3288982,2
345561,3290467,2
294915,3291750,1
319600,3291769,2
314032,3292685,2
390722,3292779,2
374312,3292803,1
181623,3293831,1
214389,3295096,1
338942,3295169,1
83376,3296164,2
413628,3296719,1
190226,3297756,1
374312,3298671,1
154272,3299134,1
208639,3300036,1
379342,3300486,1
345561,3300689,2
412187,3300821,2
244670,3301516,1
278402,3301856,1
403746,3302040,2
375301,3303149,1
239858,3305575,1
375951,3305662,1
375951,3305740,1
349570,3308235,1
300625,3309113,1
227025,3309267,1
83706,3309800,1
377508,3310608,2
425464,3311483,2
133356,3312393,2
196077,3315611,2
181623,3315983,1
364277,3316454,2
401481,3316537,2
298542,3317120,1
294124,3317367,1
207776,3318196,1
284505,3319573,2
383403,3319580,2
406671,3319740,2
395411,3320067,2
423378,3320269,1
375301,3320601,1
400887,3321275,1
400887,3322531,1
102303,3323519,1
381383,3325004,1
299181,3325553,2
314369,3325674,2
257565,3325745,1
315279,3326077,1
341161,3327827,2
424630,3328567,1
312739,3331141,2
410666,3333799,1
345895,3339003,1
337960,3339498,2
389757,3340245,1
406840,3340737,1
248345,3340779,1
326124,3340970,2
353937,3341907,1
382916,3342258,2
335160,3343664,1
246910,3343759,2
323759,3347792,1
408219,3348731,1
305983,3349751,1
312739,3352467,1
356856,3353679,2
294124,3353893,1
392799,3354309,2
370226,3355201,2
321318,3355414,1
392373,3355979,1
300846,3356484,1
317823,3356911,2
372161,3357095,2
418949,3361797,1
323760,3362748,1
305069,3366489,1
387399,3366840,1
307020,3369215,1
83706,3369622,1
110726,3369835,2
286664,3369931,1
200466,3372296,2
83376,3372732,1
410481,3374430,1
408280,3374850,1
412333,3374886,2
213236,3376246,1
212459,3378960,1
429350,3382972,2
294915,3383562,1
287738,3383754,2
429428,3384774,2
387601,3386203,1
398884,3387396,2
389757,3387431,1
83376,3388011,1
311090,3388045,1
246910,3388953,2
344083,3391133,2
432301,3391168,1
335967,3391998,1
202440,3392939,2
144692,3393361,2
176137,3393639,1
385738,3394201,1
424243,3394927,1
284505,3396110,2
281119,3396225,1
253582,3396883,1
418449,3397606,1
405943,3398299,1
301502,3400516,1
380037,3401085,2
372602,3404464,1
331980,3405499,1
315712,3407971,1
375951,3408172,2
328259,3410634,1
148494,3412593,1
421997,3413372,1
416395,3413748,2
408727,3414016,2
296704,3416126,2
211154,3416836,1
39351,3417607,1
377197,3419143,2
295242,3419554,1
249813,3420583,2
387399,3420593,1
417865,3423357,1
433501,3423418,2
407404,3424336,1
429428,3425745,1
387816,3426069,2
416567,3426086,1
253958,3426437,1
420952,3426540,1
211800,3427867,1
287738,3429133,1
364892,3429189,1
382167,3429769,1
422869,3430981,2
367173,3432189,2
394846,3432797,1
397178,3435330,2
298723,3435918,1
362768,3435974,2
211800,3436899,1
378479,3436986,1
234137,3437430,1
263686,3437671,1
409938,3439591,2
380037,3440018,2
386358,3441111,2
211525,3442172,1
327609,3442204,2
422770,3443252,1
351821,3444477,2
374312,3448140,1
349570,3449573,2
388482,3449886,2
393140,3451131,1
394538,3451920,2
227847,3455875,1
243122,3456279,1
358130,3457981,1
335324,3459523,1
240398,3459599,1
338499,3460675,1
253968,3461082,1
335160,3462922,1
398595,3464129,1
394006,3464568,2
421180,3464915,1
394538,3466275,2
398595,3467105,1
300625,3467825,2
268545,3470143,1
362913,3470211,1
169712,3471851,1
407195,3472868,1
394332,3474571,1
388810,3476016,1
321930,3476320,1
315279,3478263,1
387399,3478835,1
365865,3479639,2
379739,3480302,1
253034,3480529,1
240398,3481210,1
278963,3481728,1
267602,3482833,1
365238,3483431,1
323708,3485225,1
338942,3488789,1
344690,3492768,2
392799,3494434,1
380412,3495521,1
315712,3495945,1
379739,3495990,1
372602,3498137,1
280074,3501050,1
358224,3503436,1
371678,3505189,1
269375,3505948,1
416916,3509822,1
398638,3510068,1
357055,3512241,1
420452,3517910,2
294494,3522043,1
298723,3525817,1
397165,3529222,1
306742,2652605,1
132577,2673878,1
350949,2673974,2
361586,2732752,2
308102,2780686,2
306742,2790712,2
333343,2797565,1
88200,2805881,2
301502,2806325,1
395411,2829505,1
391251,2860722,2
71453,2883331,1
45627,2884209,2
394332,2903969,2
391251,2907814,2
396359,2935671,2
239146,2950568,2
291393,2953604,2
409643,2963445,2
291393,2979096,2
327942,2981053,2
204077,2982112,2
389757,2990337,1
358402,2992553,2
410481,3011539,1
409643,3011902,2
259575,3014611,2
408727,3015791,2
77865,3024534,2
374897,3026627,2
341161,3027626,2
411322,3035432,1
377593,3038301,2
238127,3040598,2
291393,3045631,2
242171,3406232,2
155502,3406992,1
187358,3407369,1
209717,3409181,2
154092,3409782,1
144538,3409783,1
382567,3410950,1
311906,3412297,1
397500,3412896,1
428212,3414313,2
415357,3415464,1
308406,3415785,2
358214,3420508,2
375606,3420978,1
285312,3421883,1
390022,3421894,1
373264,3423140,1
425868,3424075,1
228794,3424288,1
418298,3424330,1
405225,3424606,1
294040,3426512,1
393354,3429637,2
251637,3430072,2
294040,3430954,1
337394,3432629,1
244911,3434596,2
351406,3435649,1
334961,3437064,1
287781,3437426,1
432938,3439555,2
404347,3441467,2
26329,3442342,1
83631,3444721,1
336616,3445282,2
164407,3446109,1
258507,3448183,2
216484,3449295,1
414270,3449595,1
195879,3451553,2
339179,3454972,1
294040,3457275,1
213147,3459525,2
393994,3459707,2
394220,3459956,1
282454,3460251,2
156315,3461247,2
423011,3461430,1
26329,3462279,1
139025,3463792,1
368422,3465179,1
391995,3466764,2
422808,3468934,1
308406,3470172,1
351288,3472077,1
354132,3472083,1
430401,3473329,1
287334,3473799,1
205875,3473842,1
207199,3475407,1
187358,3475967,1
387339,3476380,1
101160,3479219,2
303617,3479332,2
358099,3479866,1
384468,3481986,2
139706,3481991,2
389364,3485444,1
393994,3486579,1
245101,3487145,1
204941,3487443,1
303497,3489162,2
283783,3490039,2
325670,3490296,1
403626,3493802,1
384983,3494745,1
382944,3500941,1
310556,3502113,2
319900,3508773,1
219670,3515233,1
430385,3516655,2
199427,3525624,1
246683,2505011,2
342431,2649597,1
309332,2652217,1
226992,2671872,1
371208,2686083,2
189573,2811649,2
316192,2844065,2
340335,2874052,2
175384,2876470,2
335442,2876726,2
392092,2880698,2
289135,2888677,2
297383,2899046,2
175384,2901304,1
390634,2916003,1
139706,2916138,2
350471,2934580,1
277387,2940098,2
404161,2943362,2
95685,2958223,2
97955,2971626,2
397000,2979125,2
345218,2985454,1
368422,3007658,2
414270,3010783,1
388773,3030109,2
236572,3034910,2
369446,3035024,2
286930,3051196,2
176915,3059223,1
358099,3062007,2
317741,3062332,1
284027,3063497,2
208083,3065180,1
319954,3070649,1
159557,3070730,2
390634,3071619,1
326757,3075446,1
391991,3076120,2
283783,3081443,2
428950,3085686,1
87587,3088435,2
417737,3089478,2
391744,3092074,2
335442,3092121,2
312263,3093458,1
314774,3098039,2
403929,3098806,1
335804,3100934,1
349825,3101907,1
351968,3102442,2
422197,3102861,1
379801,3103667,2
285312,3103930,2
404161,3105001,1
275162,3105583,2
395572,3105602,1
391995,3105718,1
138755,3106945,1
418869,3107338,2
388245,3107457,2
312263,3109684,2
311573,3110624,2
406913,3111035,1
382966,3111900,1
395011,3112009,1
345161,3112597,1
380274,3113126,1
320472,3114860,1
275162,3115074,2
234115,3116040,2
222744,3116582,2
395011,3116639,1
296076,3116665,1
220241,3117029,1
380691,3117583,1
211067,3117982,1
418756,3119617,1
395655,3121267,1
325670,3121447,1
390957,3121925,1
382626,3121940,2
429834,3122082,1
379637,3122360,1
338417,3122404,2
275162,3122964,1
423336,3126706,1
229965,3127087,2
391744,3127418,2
185465,3127760,2
412361,3128038,1
366966,3128767,1
354093,3129181,2
294040,3129660,1
356745,3130099,1
278488,3130808,1
259284,3130856,1
406964,3131929,1
241131,3132488,1
297374,3132597,2
205875,3132932,1
101868,3133379,1
425344,3133414,2
178412,3133853,2
209255,3134952,1
393994,3135237,1
406964,3135672,1
403648,3137486,1
381761,3138066,2
254646,3139055,1
255313,3139857,2
338390,3140538,1
404347,3141436,2
365845,3142083,2
369285,3144286,2
397023,3145061,1
245533,3146922,1
366389,3147851,1
263311,3148773,1
385494,3149855,1
383533,3150276,2
354132,3150423,1
262771,3150679,1
238620,3151316,1
241067,3151876,1
296255,3153945,2
204941,3154259,1
213831,3156317,2
310560,3160274,1
418441,3163111,1
294040,3163684,1
384983,3163784,1
428950,3164383,1
281114,3167242,2
312263,3168719,2
251779,3168801,1
236572,3169232,1
421193,3169755,2
431004,3170859,2
394444,3170864,1
205875,3172592,1
256495,3172646,2
358214,3173385,2
